Plot_Name,Location_Type,Species_Richness,Total_Detections,Avg_Temperature,Avg_Humidity,Avg_Start_Hour,Avg_Duration,Watchlist_Rate,Flyover_Rate,Visits
GWMP-0253,Forest,12,22,23.654546217484953,81.75454573197798,7.454545454545454,10.0,0.0,0.045454545454545456,2
GWMP-0254,Forest,9,19,23.93684266742908,84.77894752903988,8.0,10.0,0.0,0.0,2
GWMP-0256,Forest,7,17,25.099999820484847,81.4705873377183,8.0,10.0,0.0,0.058823529411764705,2
GWMP-0286,Forest,16,30,23.300000190734853,82.54999923706055,7.0,10.0,0.0,0.03333333333333333,2
GWMP-0307,Forest,18,29,23.341379099878786,77.31034430142107,6.0,10.0,0.0,0.06896551724137931,2
HAFE-0009,Forest,12,16,21.749999523162813,79.77499866485597,6.625,10.0,0.0625,0.0,2
HAFE-0021,Forest,15,21,22.2285714830671,82.27143096923827,7.571428571428571,10.0,0.14285714285714285,0.0,2
HAFE-0028,Forest,12,20,22.92000036239628,79.96999855041506,7.65,10.0,0.2,0.0,2
HAFE-0030,Forest,12,18,20.399999618530252,74.14999771118165,8.5,10.0,0.1111111111111111,0.0,2
HAFE-0039,Forest,10,17,22.811764773200537,81.0764721141142,8.588235294117647,10.0,0.0,0.0,2
HAFE-0042,Forest,17,30,24.2999996185303,84.49666417439781,7.266666666666667,10.0,0.0,0.03333333333333333,2
HAFE-0044,Forest,19,30,21.550000190734853,68.79999923706055,9.0,10.0,0.03333333333333333,0.13333333333333333,2
HAFE-0053,Forest,15,28,23.007143497467066,86.42857197352818,6.0,10.0,0.0,0.07142857142857142,2
HAFE-0061,Forest,12,22,23.636363983154332,82.10000055486506,8.636363636363637,10.0,0.045454545454545456,0.0,2
HAFE-0067,Grassland,24,59,25.200000213364437,73.6576284634865,6.254237288135593,10.0,0.0,0.15254237288135594,3
HAFE-0074,Forest,15,20,23.724999618530298,80.88499832153322,9.1,10.0,0.0,0.05,2
HAFE-0083,Forest,13,28,20.042857033865783,72.08571188790458,8.0,10.0,0.0,0.10714285714285714,2
HAFE-0118,Forest,11,17,21.482353322646173,67.6235302195829,6.411764705882353,10.0,0.17647058823529413,0.0,2
HAFE-0124,Grassland,14,21,23.10952304658431,78.73333158947173,7.142857142857143,10.0,0.0,0.09523809523809523,3
HAFE-0133,Forest,15,23,20.85652185522991,79.83912990404212,8.0,10.0,0.0,0.0,2
HAFE-0154,Forest,11,23,20.178260720294464,83.36087168817934,8.0,10.0,0.0,0.0,2
HAFE-0160,Forest,10,13,20.607692278348484,75.33846224271335,6.538461538461538,10.0,0.0,0.0,2
HAFE-0174,Forest,11,21,20.185714721679716,77.3285734994071,7.571428571428571,10.0,0.0,0.0,2
HAFE-0184,Grassland,18,37,23.959458995509802,82.41621646365604,6.621621621621622,10.0,0.0,0.10810810810810811,3
HAFE-0192,Forest,10,18,19.877777735392257,78.17778015136717,7.555555555555555,10.0,0.0,0.0,2
HAFE-0195,Forest,10,15,20.580000178019194,70.81999766031903,6.533333333333333,10.0,0.2,0.0,2
HAFE-0208,Forest,13,21,22.614286150251143,65.84285681588307,5.0,10.0,0.14285714285714285,0.0,2
HAFE-0218,Forest,12,21,21.828571047101725,69.22857284545896,6.0,10.0,0.19047619047619047,0.0,2
MANA-0002,Forest,10,15,28.840000406901066,78.29333241780598,8.933333333333334,10.0,0.0,0.0,2
MANA-0004,Grassland,15,32,28.803125560283664,72.86874890327454,9.15625,10.0,0.0,0.0,3
MANA-0008,Grassland,19,29,26.38620685708932,79.38620573898842,8.758620689655173,10.0,0.0,0.2413793103448276,3
MANA-0009,Grassland,13,40,27.17500028610231,75.28000030517578,8.975,10.0,0.0,0.125,3
MANA-0010,Grassland,14,29,26.724137799493207,75.98620552852236,8.310344827586206,10.0,0.0,0.06896551724137931,3
MANA-0011,Forest,11,18,30.288889567057293,66.1333329942491,9.0,10.555555555555555,0.0,0.0,2
MANA-0024,Grassland,23,58,25.50689638072045,77.64655185567922,7.4655172413793105,10.0,0.017241379310344827,0.3793103448275862,3
MANA-0025,Forest,12,17,27.07058850456685,74.23529411764706,8.0,10.294117647058824,0.0,0.0,2
MANA-0027,Forest,12,18,27.000000000000032,74.83333333333333,9.0,10.0,0.0,0.0,2
MANA-0030,Forest,16,25,27.839999618530296,78.7,7.52,10.0,0.0,0.0,2
MANA-0039,Forest,18,20,29.050000190734853,84.0999984741211,9.0,10.0,0.1,0.05,2
MANA-0047,Grassland,27,47,23.527659842308513,80.69148936170212,6.297872340425532,10.0,0.0,0.0851063829787234,3
MANA-0048,Grassland,26,55,23.48363633589311,82.22727411443537,7.0,10.163636363636364,0.0,0.10909090909090909,3
MANA-0054,Forest,11,14,29.021429061889677,81.57857295445034,9.285714285714286,10.0,0.07142857142857142,0.0,2
MANA-0055,Grassland,16,33,24.254544691605957,74.58485042687617,7.9393939393939394,10.0,0.030303030303030304,0.030303030303030304,3
MANA-0058,Grassland,18,62,24.883870709326978,70.51935405115927,7.258064516129032,10.0,0.016129032258064516,0.5161290322580645,3
MANA-0060,Forest,10,18,20.26666641235353,73.46666463216147,6.0,10.0,0.0,0.0,2
MANA-0064,Grassland,19,48,23.224999745686834,79.59375047683716,6.666666666666667,10.3125,0.0,0.0,3
MANA-0067,Forest,19,31,25.580645161290324,64.78064604728452,6.580645161290323,10.0,0.0,0.03225806451612903,2
MANA-0076,Grassland,20,116,24.087069511413603,73.16465785585599,6.758620689655173,10.0,0.008620689655172414,0.6724137931034483,3
MANA-0091,Forest,16,23,23.608695652173914,83.45217696480128,7.391304347826087,10.0,0.043478260869565216,0.0,2
MANA-0093,Grassland,17,45,23.044443681504944,73.37777828640408,7.333333333333333,10.0,0.0,0.1111111111111111,3
MANA-0094,Forest,15,21,25.228570847284224,70.22381010509673,7.761904761904762,10.0,0.0,0.047619047619047616,2
MANA-0097,Grassland,24,54,21.69999963265876,76.96666434959128,6.518518518518518,10.0,0.018518518518518517,0.14814814814814814,3
MANA-0101,Grassland,20,47,17.753191481245324,71.97021370745719,5.702127659574468,10.0,0.02127659574468085,0.19148936170212766,3
MANA-0106,Forest,13,18,29.77777693006728,57.16666751437717,8.222222222222221,10.444444444444445,0.1111111111111111,0.0,2
MANA-0111,Grassland,24,51,21.719607970293847,77.54705780627681,6.254901960784314,10.0,0.0196078431372549,0.2549019607843137,3
MANA-0113,Grassland,16,32,23.181250512599945,77.92812538146973,6.96875,10.0,0.03125,0.03125,3
MANA-0119,Forest,15,23,22.730435164078397,80.56086863642153,6.608695652173913,10.0,0.043478260869565216,0.043478260869565216,2
MANA-0120,Grassland,16,63,20.49206391591877,82.54603249686105,6.682539682539683,10.0,0.015873015873015872,0.5238095238095238,3
MANA-0131,Forest,15,24,23.800000190734902,77.45000076293944,6.5,10.0,0.041666666666666664,0.0,2
MANA-0134,Grassland,18,41,25.202438540574953,68.75853561773533,7.2682926829268295,10.0,0.024390243902439025,0.0,3
MANA-0137,Grassland,19,35,22.594285529000402,76.66857256208148,6.085714285714285,10.0,0.02857142857142857,0.0,3
MANA-0138,Grassland,20,50,21.620000381469705,81.83999847412109,6.06,10.0,0.02,0.34,3
MANA-0146,Grassland,16,32,27.412499368190762,62.90312361717225,7.40625,10.3125,0.0,0.09375,3
MANA-0154,Grassland,17,44,24.33409083973278,71.67499941045588,7.2272727272727275,10.0,0.022727272727272728,0.29545454545454547,3
MANA-0156,Grassland,13,19,23.231578927291068,72.78947448730469,5.526315789473684,10.0,0.0,0.15789473684210525,3
MANA-0163,Forest,10,14,26.785714558192677,77.43571635654995,9.0,10.0,0.0,0.07142857142857142,2
MANA-0165,Grassland,22,39,25.733332902957216,70.6051275791266,7.717948717948718,10.333333333333334,0.0,0.1282051282051282,3
MANA-0170,Forest,10,15,23.9733337402344,72.03999837239583,8.466666666666667,10.0,0.0,0.0,2
MANA-0171,Grassland,15,31,23.68387080777077,72.91612883537046,6.580645161290323,10.0,0.06451612903225806,0.12903225806451613,3
MANA-0173,Grassland,18,32,24.674999594688412,74.26874923706055,7.1875,10.0,0.0,0.09375,3
MANA-0178,Grassland,19,27,23.844444274902358,72.54444489655671,6.296296296296297,10.0,0.0,0.1111111111111111,3
MANA-0196,Grassland,19,31,27.17419372066376,67.40645021007906,7.483870967741935,10.0,0.0,0.12903225806451613,3
MANA-0197,Grassland,18,29,24.286207330637968,75.96206822888604,7.068965517241379,10.0,0.034482758620689655,0.10344827586206896,3
MANA-0202,Forest,11,17,22.50000044878794,83.91176291073072,7.823529411764706,10.0,0.0,0.0,2
MANA-0205,Forest,9,14,22.64999961853025,73.25,6.0,10.0,0.0,0.0,2
MANA-0213,Grassland,19,33,23.77878807530261,81.73939537279534,7.606060606060606,10.333333333333334,0.030303030303030304,0.24242424242424243,3
MANA-0214,Grassland,13,43,23.241860500601838,79.20232604270758,8.046511627906977,10.0,0.0,0.06976744186046512,3
MANA-0215,Grassland,14,47,23.978723241927767,79.65531970084982,8.638297872340425,10.425531914893616,0.0,0.3191489361702128,3
MANA-0218,Forest,8,15,21.73999977111818,81.58000030517579,8.0,10.0,0.13333333333333333,0.0,2
MANA-0223,Forest,9,12,21.3999996185303,70.9000015258789,5.0,10.0,0.0,0.0,2
MANA-0229,Forest,15,18,21.022221883138002,81.22222137451172,6.555555555555555,10.0,0.0,0.0,2
MANA-0230,Grassland,20,40,23.674999380111675,77.45250091552734,7.7,10.0,0.0,0.025,3
MANA-0232,Grassland,17,30,23.55333379109703,78.6166655222575,8.166666666666666,10.0,0.0,0.23333333333333334,3
MANA-0234,Grassland,16,44,23.395454970273114,83.5136370225386,7.659090909090909,10.272727272727273,0.0,0.3409090909090909,3
MANA-0235,Grassland,14,50,24.953999595642085,81.34000167846679,8.24,10.28,0.0,0.16,3
MANA-0236,Grassland,15,42,24.623809996105404,75.05238087972005,8.476190476190476,10.380952380952381,0.0,0.14285714285714285,3
MANA-0240,Forest,22,32,20.5,86.14999771118164,6.5,10.0,0.0,0.0,2
MANA-0241,Grassland,22,35,22.205714634486625,77.39714420863561,6.857142857142857,10.0,0.02857142857142857,0.14285714285714285,3
MANA-0243,Forest,11,21,20.942857742309588,77.08571188790458,6.0,10.0,0.0,0.0,2
MANA-0246,Grassland,13,34,27.005882263183565,67.65294220868279,8.5,10.0,0.0,0.14705882352941177,3
MANA-0253,Forest,16,22,24.0499992370605,78.5500030517578,8.0,10.0,0.045454545454545456,0.0,2
MANA-0255,Grassland,18,43,22.097674170205774,75.73953389012536,6.6976744186046515,10.348837209302326,0.0,0.16279069767441862,3
MANA-0256,Grassland,10,42,21.949999673025946,78.02857244582404,7.880952380952381,10.404761904761905,0.0,0.047619047619047616,3
MANA-0267,Grassland,15,28,23.496428353445886,75.12500054495675,7.214285714285714,10.0,0.03571428571428571,0.0,3
MANA-0278,Grassland,13,28,24.792856829507,71.43928323473249,8.25,10.0,0.0,0.10714285714285714,3
MANA-0279,Grassland,14,21,24.171428589593795,72.68095325288317,8.19047619047619,10.0,0.0,0.09523809523809523,3
MONO-0002,Grassland,14,40,22.292499494552615,59.37500152587891,7.85,10.0,0.0,0.15,3
MONO-0003,Grassland,18,48,22.658333698908503,63.23750066757203,8.875,10.0,0.0,0.4375,3
MONO-0006,Grassland,9,16,22.781250119209275,63.93125033378599,8.3125,10.0,0.0,0.3125,3
MONO-0007,Grassland,7,32,21.30000001192096,63.237499713897705,8.5,10.0,0.0,0.21875,3
MONO-0008,Grassland,12,26,21.669231414794947,65.28461514986476,8.0,10.0,0.0,0.38461538461538464,3
MONO-0009,Grassland,17,28,22.903571265084395,59.69285665239607,8.714285714285714,10.214285714285714,0.0,0.10714285714285714,3
MONO-0010,Grassland,21,44,20.829545757987276,73.25227087194267,7.7727272727272725,10.0,0.0,0.29545454545454547,3
MONO-0014,Grassland,11,18,23.366667005750845,57.15555636088051,9.38888888888889,10.0,0.0,0.3888888888888889,3
MONO-0015,Grassland,11,26,20.269231062668993,64.2615385789138,8.384615384615385,10.0,0.0,0.6538461538461539,3
MONO-0016,Grassland,10,27,18.188889220908827,75.8888897365994,6.7407407407407405,10.0,0.0,0.2962962962962963,3
MONO-0017,Grassland,11,17,18.67058888603662,74.22353004006779,6.705882352941177,10.0,0.0,0.17647058823529413,3
MONO-0018,Grassland,17,34,21.655882723191215,59.935293085434864,7.470588235294118,10.0,0.0,0.11764705882352941,3
MONO-0019,Grassland,23,53,20.03396253765755,71.36792654361366,6.509433962264151,10.0,0.0,0.2830188679245283,3
MONO-0022,Grassland,14,28,22.214285441807334,63.81785706111365,6.642857142857143,10.0,0.0,0.03571428571428571,3
MONO-0023,Grassland,12,34,17.841176201315488,76.74117368810319,7.0,10.0,0.0,0.5588235294117647,3
MONO-0024,Grassland,19,30,18.266666158040366,76.75333506266276,6.666666666666667,10.0,0.0,0.13333333333333333,3
MONO-0025,Grassland,14,38,19.868420851858026,66.18421132940995,7.052631578947368,10.0,0.0,0.18421052631578946,3
MONO-0026,Forest,16,30,21.313333956400573,65.78333485921225,6.9,10.0,0.0,0.03333333333333333,2
MONO-0027,Grassland,24,42,21.54761932009746,70.98095267159599,7.619047619047619,10.0,0.0,0.0,3
MONO-0032,Grassland,13,24,20.316666682561266,64.80416679382324,6.541666666666667,10.0,0.0,0.125,3
MONO-0033,Grassland,23,34,21.12941141689522,62.52646906235639,7.352941176470588,10.205882352941176,0.029411764705882353,0.20588235294117646,3
MONO-0035,Grassland,17,35,24.285714340209942,68.04857155936106,7.0285714285714285,10.0,0.0,0.08571428571428572,3
MONO-0036,Grassland,15,30,19.4200004577637,66.52000122070312,5.4,10.0,0.03333333333333333,0.16666666666666666,3
MONO-0037,Grassland,23,57,22.880702135855696,65.27719337061833,6.192982456140351,10.0,0.0,0.14035087719298245,3
MONO-0038,Forest,15,24,21.93333307902017,66.16666412353517,7.0,10.0,0.041666666666666664,0.041666666666666664,2
MONO-0039,Forest,13,20,19.88000011444091,69.22000007629394,7.35,10.0,0.0,0.0,2
MONO-0044,Forest,13,19,23.468421333714552,62.8999995181435,10.0,10.0,0.0,0.0,2
MONO-0045,Grassland,21,73,24.98356179015278,72.02876511665241,8.315068493150685,10.246575342465754,0.0,0.136986301369863,3
MONO-0046,Grassland,19,49,20.877551409663,71.66734656509088,7.714285714285714,10.36734693877551,0.0,0.46938775510204084,3
MONO-0047,Grassland,24,55,20.461817966807974,69.89818177656696,6.3090909090909095,10.0,0.0,0.14545454545454545,3
MONO-0048,Grassland,21,50,20.737999935150132,69.96399978637696,6.6,10.0,0.0,0.18,3
MONO-0049,Grassland,24,50,22.33799976348878,56.69600013732912,7.28,10.0,0.0,0.04,3
MONO-0050,Grassland,23,77,21.36883084185712,70.28701326444552,6.545454545454546,10.0,0.012987012987012988,0.4805194805194805,3
MONO-0051,Grassland,13,32,19.73125004768374,69.19375109672546,6.5625,10.0,0.0,0.03125,3
MONO-0052,Forest,16,24,19.945833683013937,68.27916431427003,7.375,10.0,0.041666666666666664,0.0,2
MONO-0053,Grassland,13,33,24.05757586161295,65.03030303030303,8.424242424242424,10.303030303030303,0.0,0.42424242424242425,3
MONO-0054,Grassland,18,204,25.153921893998668,73.54215958539176,7.176470588235294,10.107843137254902,0.0,0.7647058823529411,3
MONO-0055,Grassland,24,52,20.542307780339165,70.35769066443811,7.038461538461538,10.346153846153847,0.0,0.38461538461538464,3
MONO-0056,Forest,17,26,18.569230446448675,65.05384856003981,6.423076923076923,10.0,0.038461538461538464,0.0,2
MONO-0057,Grassland,27,54,21.024074059945566,65.22222010294595,7.12962962962963,10.0,0.018518518518518517,0.05555555555555555,3
MONO-0058,Grassland,20,41,22.224389983386544,76.22195174054401,6.682926829268292,10.0,0.0,0.024390243902439025,3
MONO-0059,Grassland,18,34,23.182353188009806,69.89999995512123,7.352941176470588,10.0,0.0,0.029411764705882353,3
MONO-0060,Grassland,21,39,26.200000224969312,59.75897471110024,8.64102564102564,10.0,0.0,0.07692307692307693,3
MONO-0061,Forest,18,33,20.09090943769977,78.54545385187322,6.818181818181818,10.0,0.06060606060606061,0.030303030303030304,2
MONO-0062,Grassland,13,19,23.63157914814195,61.32631643194901,8.578947368421053,10.263157894736842,0.0,0.21052631578947367,3
MONO-0063,Grassland,16,36,25.419444666968435,62.63611200120714,8.222222222222221,10.194444444444445,0.0,0.4166666666666667,3
MONO-0065,Grassland,17,52,20.332692256340593,70.88846030602089,5.653846153846154,10.326923076923077,0.0,0.17307692307692307,3
MONO-0066,Grassland,26,51,22.06470545600442,46.26470470428469,7.0588235294117645,10.0,0.0,0.0,3
MONO-0067,Grassland,22,48,24.599999626477555,65.14583293596901,7.895833333333333,10.0,0.0,0.0625,3
MONO-0068,Grassland,21,49,26.234693994327458,62.81836793860611,8.306122448979592,10.0,0.0,0.24489795918367346,3
MONO-0069,Forest,19,32,19.131250113248793,69.21250081062317,7.40625,10.0,0.09375,0.0,2
MONO-0070,Grassland,21,37,20.081081029531084,74.55675774651604,9.405405405405405,10.0,0.0,0.08108108108108109,3
MONO-0071,Grassland,11,19,21.847367738422566,72.24736906352796,9.210526315789474,10.0,0.0,0.10526315789473684,3
MONO-0072,Grassland,16,44,23.590909177606736,63.42727262323556,8.590909090909092,10.227272727272727,0.022727272727272728,0.25,3
MONO-0073,Grassland,14,44,20.58409057963976,67.37727269259366,5.681818181818182,10.340909090909092,0.0,0.2727272727272727,3
MONO-0074,Forest,20,35,22.357143620082354,62.7942834036691,8.457142857142857,10.0,0.0,0.0,2
MONO-0075,Grassland,20,50,21.34800010681153,58.36600004196167,6.8,10.0,0.0,0.1,3
MONO-0076,Grassland,26,44,21.190909732471837,41.06363539262252,7.863636363636363,10.0,0.045454545454545456,0.022727272727272728,3
MONO-0077,Forest,17,27,15.348148169340877,76.68518631546586,7.2592592592592595,10.0,0.037037037037037035,0.0,2
MONO-0078,Grassland,17,44,20.279545263810554,64.05454444885254,7.636363636363637,10.0,0.0,0.20454545454545456,3
MONO-0079,Grassland,21,41,22.57317068518665,67.9463402352682,8.731707317073171,10.0,0.0,0.12195121951219512,3
MONO-0080,Grassland,15,28,22.314285823277043,67.2428572518485,7.428571428571429,10.285714285714286,0.0,0.21428571428571427,3
MONO-0083,Grassland,20,68,22.214706378824594,71.74705954159008,7.764705882352941,10.0,0.0,0.27941176470588236,3
MONO-0084,Forest,14,22,16.8000000173395,37.46363691850142,7.0,10.0,0.09090909090909091,0.0,2
MONO-0085,Grassland,26,44,23.190909212285835,46.51818154074927,10.0,10.454545454545455,0.0,0.13636363636363635,3
MONO-0086,Grassland,12,46,27.1804340196692,42.95000059708309,9.782608695652174,10.0,0.0,0.08695652173913043,3
MONO-0087,Grassland,17,53,20.030189298233935,82.65283001593824,8.245283018867925,10.0,0.0,0.03773584905660377,3
MONO-0089,Grassland,19,60,22.526666831970225,60.23999875386557,6.95,10.483333333333333,0.0,0.25,3
MONO-0091,Forest,17,26,15.823076798365642,78.66154098510741,7.346153846153846,10.0,0.0,0.0,2
MONO-0092,Grassland,24,46,25.91086997156559,52.70652273426888,8.565217391304348,10.0,0.0,0.1956521739130435,3
MONO-0094,Grassland,18,118,17.336440781415543,75.07881290629759,7.3559322033898304,10.0,0.0,0.05084745762711865,3
MONO-0095,Grassland,12,20,16.159999847412102,79.72000274658203,6.6,10.0,0.0,0.25,3
MONO-0096,Grassland,16,32,22.150000095367425,64.05000114440918,7.25,10.5,0.0,0.09375,3
MONO-0097,Grassland,20,38,22.25526292700518,64.12105289258454,7.105263157894737,10.0,0.0,0.13157894736842105,3
MONO-0098,Grassland,20,35,19.119999531337204,73.41714521135602,7.0,10.0,0.0,0.05714285714285714,3
MONO-0099,Grassland,18,46,22.395651858785847,71.79130554199217,7.782608695652174,10.0,0.021739130434782608,0.0,3
MONO-0100,Grassland,12,26,26.200000322782095,59.71153934185322,8.153846153846153,10.0,0.0,0.19230769230769232,3
MONO-0101,Forest,8,15,14.24000015258788,80.8000030517578,6.8,10.0,0.0,0.06666666666666667,2
MONO-0102,Grassland,18,88,17.170454480431268,74.85681906613436,6.295454545454546,10.0,0.0,0.2159090909090909,3
MONO-0103,Grassland,18,47,20.755318986608618,68.42340169054397,6.638297872340425,10.0,0.0,0.3404255319148936,3
MONO-0104,Grassland,15,38,17.689473804674645,74.27368164062501,6.368421052631579,10.0,0.0,0.02631578947368421,3
MONO-0105,Forest,8,10,13.67999973297118,79.73999938964843,6.8,10.0,0.0,0.0,2
MONO-0106,Forest,16,27,18.185185185185187,66.15185264304831,6.444444444444445,10.0,0.07407407407407407,0.0,2
NACE-0080,Forest,17,24,20.96250017484028,72.1291659673055,5.541666666666667,10.0,0.0,0.041666666666666664,2
NACE-0081,Forest,9,15,21.740000152587925,68.09999694824221,5.0,10.0,0.0,0.0,2
NACE-0086,Forest,11,20,20.4999996185303,76.46000061035156,7.2,10.0,0.0,0.0,2
NACE-0087,Forest,10,16,20.05625009536744,78.64374780654907,6.0,10.0,0.0,0.0,2
NACE-0094,Forest,14,25,21.772000045776362,77.74,8.44,10.0,0.0,0.0,2
NACE-0107,Forest,18,27,19.840741192853034,79.5444432011357,6.407407407407407,10.0,0.07407407407407407,0.0,2
NACE-0131,Forest,14,22,21.754544691605954,79.28181665593928,7.545454545454546,10.0,0.045454545454545456,0.0,2
NACE-0233,Forest,11,17,21.452941557940292,69.98235051772176,6.0,10.0,0.0,0.11764705882352941,2
NACE-0245,Forest,17,26,21.169230827918454,71.84615501990685,6.0,10.0,0.0,0.0,2
NACE-0253,Forest,19,28,21.8000001907349,72.89999771118165,6.5,10.0,0.0,0.0,2
NACE-0267,Forest,11,19,24.357894596300635,69.27368324681332,7.0,10.0,0.0,0.0,2
NACE-0269,Forest,18,28,22.378571169716988,65.48571586608885,7.678571428571429,10.0,0.0,0.0,2
NACE-0282,Forest,16,26,23.83846106896031,61.19230710543119,8.0,10.0,0.038461538461538464,0.0,2
NACE-0296,Forest,13,22,24.600000034679066,66.77272657914595,8.545454545454545,10.0,0.0,0.045454545454545456,2
NACE-0346,Forest,15,22,23.14999961853025,63.75,6.0,10.5,0.0,0.0,2
NACE-0350,Forest,10,15,24.64000015258788,63.27999877929688,7.0,10.0,0.0,0.06666666666666667,2
NACE-0398,Forest,11,19,22.652631257709686,70.81052760074013,6.0,11.157894736842104,0.0,0.05263157894736842,2
NACE-0399,Forest,14,27,20.25925925925926,76.65925767686632,6.0,10.481481481481481,0.0,0.0,2
NACE-0416,Forest,14,29,23.7241381283464,73.08620768579944,7.0,10.482758620689655,0.0,0.06896551724137931,2
NACE-0438,Forest,13,19,21.66842119317305,71.44736801950555,8.0,10.0,0.0,0.0,2
NACE-0453,Forest,20,29,25.082759002159356,61.06206933383284,8.586206896551724,10.0,0.034482758620689655,0.0,2
NACE-0477,Forest,23,39,23.369231150700468,82.37179487179488,8.0,10.0,0.0,0.05128205128205128,2
NACE-0487,Forest,12,20,20.23999996185306,79.17999801635742,6.7,10.0,0.0,0.0,2
NACE-0491,Forest,21,35,21.7714285169329,66.7714276994978,5.571428571428571,10.0,0.0,0.0,2
NACE-0519,Forest,15,22,22.636363636363637,65.0227262323553,6.0,10.0,0.0,0.0,2
NACE-0619,Forest,12,24,20.225000143051137,77.73750019073485,6.0,10.0,0.16666666666666666,0.0,2
NACE-0621,Forest,13,25,21.1,71.71999816894532,6.4,10.0,0.04,0.0,2
NACE-0623,Forest,16,21,19.738095238095237,78.03333464122953,7.0,10.0,0.09523809523809523,0.0,2
NACE-0649,Forest,15,23,23.25217404572859,66.60434789242952,5.3478260869565215,10.0,0.043478260869565216,0.043478260869565216,2
PRWI-0012,Forest,13,18,22.67222213745118,85.27777650621204,7.611111111111111,10.0,0.05555555555555555,0.0,2
PRWI-0014,Forest,13,19,23.157894335295,75.61579091925368,5.473684210526316,10.0,0.10526315789473684,0.0,2
PRWI-0020,Forest,12,19,22.29999983938118,82.44210614656147,7.578947368421052,10.0,0.10526315789473684,0.0,2
PRWI-0025,Forest,14,21,22.357142584664444,77.82857186453683,6.0,10.0,0.09523809523809523,0.0,2
PRWI-0028,Forest,13,19,23.047367899041426,82.20000056216591,8.0,10.0,0.0,0.0,2
PRWI-0039,Forest,11,18,21.000000000000032,77.76666768391927,8.333333333333334,10.0,0.05555555555555555,0.0,2
PRWI-0041,Forest,12,18,22.73333295186363,83.53333282470703,6.666666666666667,10.0,0.05555555555555555,0.0,2
PRWI-0051,Forest,10,18,22.28333324856229,75.24444749620224,7.166666666666667,10.0,0.1111111111111111,0.0,2
PRWI-0053,Forest,11,15,23.720000076293978,77.6,7.4,10.0,0.0,0.0,2
PRWI-0055,Forest,6,11,22.34545395591041,77.53636516224255,7.545454545454546,10.0,0.0,0.0,2
PRWI-0060,Forest,10,16,22.312499403953538,81.4625015258789,6.5625,10.0,0.0625,0.0,2
PRWI-0062,Forest,11,15,24.1000003814697,77.83333587646483,7.0,10.0,0.06666666666666667,0.0,2
PRWI-0064,Forest,11,24,23.25,79.1999969482422,7.0,10.0,0.0,0.0,2
PRWI-0069,Forest,13,19,23.36315777427271,78.626315468236,6.421052631578948,10.0,0.05263157894736842,0.0,2
PRWI-0075,Forest,12,22,21.11818174882368,79.23636349764737,7.0,10.0,0.18181818181818182,0.0,2
PRWI-0079,Forest,13,21,21.18095234462193,80.38571203322638,5.0,10.0,0.14285714285714285,0.0,2
PRWI-0080,Forest,10,20,23.44000024795536,81.0799991607666,5.45,10.0,0.2,0.0,2
PRWI-0082,Forest,10,14,23.635714530944806,79.12143107822962,6.357142857142857,10.0,0.0,0.0,2
PRWI-0085,Forest,11,19,24.63157914814195,71.93684326974972,8.473684210526315,10.0,0.15789473684210525,0.0,2
PRWI-0090,Forest,7,11,21.963636745106065,80.08181762695314,7.454545454545454,10.0,0.0,0.0,2
PRWI-0093,Forest,7,13,23.392308015089807,77.67692331167368,7.0,10.0,0.0,0.0,2
PRWI-0096,Forest,11,19,23.173684170371605,73.54736769826789,6.0,10.0,0.05263157894736842,0.0,2
PRWI-0097,Forest,9,16,23.512500524520874,77.56249904632568,6.0,10.375,0.0,0.0,2
PRWI-0120,Forest,9,11,25.563636953180502,72.60908889770506,8.545454545454545,10.0,0.0,0.0,2
PRWI-0124,Forest,14,20,22.69500007629395,82.4749969482422,8.0,10.0,0.05,0.0,2
PRWI-0125,Forest,10,14,22.642857142857142,84.07142966134208,7.428571428571429,10.0,0.0,0.0,2
PRWI-0129,Forest,13,23,21.795652057813527,77.47391476838484,7.0,10.0,0.17391304347826086,0.0,2
PRWI-0132,Forest,16,31,22.867742230815292,81.95483939878402,8.0,10.0,0.03225806451612903,0.0,2
PRWI-0143,Forest,10,17,24.48823480045091,75.0470563103171,7.0,10.0,0.058823529411764705,0.0,2
PRWI-0144,Forest,14,16,24.0,71.1499996185303,7.0,10.0,0.0625,0.0,2
PRWI-0145,Forest,12,18,24.25,71.45000076293945,7.0,10.0,0.0,0.0,2
PRWI-0173,Forest,14,22,22.32727293534711,76.94545607133345,8.636363636363637,10.0,0.09090909090909091,0.0,2
PRWI-0175,Forest,13,23,21.943477879399865,79.269567074983,7.608695652173913,10.0,0.08695652173913043,0.0,2
PRWI-0181,Forest,12,16,21.19999980926515,79.6500015258789,6.5,10.0,0.125,0.0,2
PRWI-0186,Forest,17,27,23.866666440610548,75.4740719265408,7.37037037037037,10.0,0.0,0.0,2
PRWI-0189,Forest,12,23,24.169565366662056,72.17391337519106,6.0,10.0,0.0,0.0,2
PRWI-0196,Forest,8,13,20.123076512263346,79.56153928316556,6.461538461538462,10.0,0.23076923076923078,0.0,2
PRWI-0199,Forest,12,19,21.947368320665866,81.04210622687089,8.263157894736842,10.0,0.0,0.0,2
PRWI-0206,Forest,17,30,21.66333300272622,82.196666208903,6.0,10.0,0.13333333333333333,0.0,2
PRWI-0220,Forest,12,20,21.285000133514437,71.2999984741211,5.0,10.0,0.05,0.0,2
